p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene	regulation
2.43292625050629e-08	1.23169185885533	0.034	0.011	0.000393525821019392	Thbs1	Up
2.44811800135407e-08	0.916578699407389	0.047	0.019	0.000395983086719021	Ykt6	NotSig
2.44828879051936e-08	0.484394814768207	0.115	0.071	0.000396010711866506	Epha4	NotSig
2.45212747633611e-08	0.231741077893688	0.104	0.063	0.000396631619297366	Zdhhc8	NotSig
2.46346449754624e-08	0.603027668614288	0.117	0.073	0.000398465382478105	Samd9	NotSig
2.46583358671617e-08	0.326120868715858	0.132	0.085	0.000398848582651341	Tmem87a	NotSig
2.47288710145651e-08	0.456979962903526	0.093	0.054	0.000399989488660591	Rufy3	NotSig
2.49327089732433e-08	0.757519732892137	0.038	0.014	0.00040328656764221	Zfp267	NotSig
2.52534004052434e-08	0.371212135760172	0.175	0.123	0.000408473751554812	Rnpc3	NotSig
2.52692399988503e-08	0.503230076743211	0.129	0.084	0.000408729956981403	Dmxl1	NotSig
2.53992712714991e-08	-0.124092010870901	0.28	0.208	0.000410833212816499	Ets2	NotSig
2.55352285579212e-08	0.39091494205473	0.077	0.041	0.000413032321924376	Tmem242	NotSig
2.56682173864567e-08	-0.930551448299416	0.038	0.069	0.000415183416225937	Pstpip1	NotSig
2.63983657401438e-08	-1.83630736510848	0.015	0.036	0.000426993565846826	Srsf12	Down
2.6848381499886e-08	0.452439196968538	0.075	0.04	0.000434272570760656	Asb7	NotSig
2.69466260573828e-08	-0.245284456117096	0.15	0.097	0.000435861676478168	Sema6d	NotSig
2.74318632025824e-08	0.554690436910554	0.042	0.016	0.000443710387301771	Mocos	NotSig
2.75730318832018e-08	0.360717245999095	0.186	0.133	0.000445993790710789	Ubr4	NotSig
2.85101823488753e-08	0.140695020759662	0.144	0.095	0.000461152199493057	Ascc1	NotSig
2.86416160869634e-08	0.125733281167461	0.196	0.138	0.000463278140206632	Smc5	NotSig
2.89283639286815e-08	0.789234958949004	0.079	0.044	0.000467916286546423	Impa2	NotSig
2.89331061175635e-08	-1.36488515918923	0.085	0.125	0.000467992991451589	Plac8	Down
2.89863120413723e-08	0.85179520985414	0.102	0.062	0.000468853597269197	Abcg1	NotSig
2.91726421109449e-08	0.247501462771265	0.191	0.137	0.000471867486144533	Ttc14	NotSig
2.92328894658899e-08	-1.3503890968832	0.057	0.092	0.000472841987110768	Slc16a11	Down
2.94158313219411e-08	0.211769215986249	0.118	0.072	0.000475801071632397	Cx3cl1	NotSig
2.96693969546758e-08	1.10184057616065	0.155	0.107	0.000479902495741881	Pabpc4	Up
2.97047558447011e-08	0.232469294955852	0.113	0.07	0.000480474425788041	Ppih	NotSig
2.9857792291323e-08	0.217152259477239	0.146	0.097	0.000482949790312149	Rab22a	NotSig
2.99032828218432e-08	0.182443694191202	0.314	0.237	0.000483685599643314	Cdkn1a	NotSig
2.99735462893864e-08	0.194950785699877	0.142	0.093	0.000484822111230825	Btg3	NotSig
3.00789977436586e-08	0.285088165709467	0.076	0.041	0.000486527788503677	Cyp4v3	NotSig
3.03573941206605e-08	-1.83861835347651	0.005	0.019	0.000491030849901683	Slc6a17	Down
3.04665736307226e-08	-1.06904656384967	0.014	0.034	0.000492796828476938	Stac3	Down
3.1131456912029e-08	-0.113281014000729	0.421	0.334	0.000503551315552069	Psmc3	NotSig
3.14049087368146e-08	0.256920270259695	0.101	0.06	0.000507974398817977	Gclc	NotSig
3.15900128219061e-08	0.323697541552344	0.146	0.098	0.000510968457394332	LOC100910540	NotSig
3.1665762099173e-08	0.206196493153132	0.172	0.118	0.000512193701954124	F2r	NotSig
3.17250371725532e-08	0.608416405466655	0.057	0.027	0.000513152476266048	Zbtb10	NotSig
3.18973899331512e-08	0.616905996916355	0.091	0.053	0.00051594028216872	AABR07066522.1	NotSig
3.19979183179056e-08	2.41028119646654	0.018	0.002	0.000517566328792123	AABR07044454.1	Up
3.23042668459836e-08	6.49171706635744	0.013	0	0.000522521516233784	Tent5b	Up
3.23170946964768e-08	0.263764793816942	0.21	0.152	0.000522729006715512	Htatsf1	NotSig
3.23203235593971e-08	-3.53777835662618	0.001	0.01	0.000522781233573248	Kynu	Down
3.24416076668998e-08	0.60019765344817	0.053	0.024	0.000524743004012105	Wt1	NotSig
3.25261080805116e-08	1.67189256010752	0.026	0.006	0.000526109798202275	Shc2	Up
3.26690096201381e-08	-0.167522069952469	0.17	0.115	0.000528421230605734	Mocs2	NotSig
3.30524740155444e-08	1.32381383378116	0.052	0.024	0.000534623767201431	Chac1	Up
3.31786519609118e-08	-1.02851196814604	0.024	0.049	0.000536664695467749	LOC100360491	Down
3.3602013266981e-08	0.107400551300599	0.108	0.066	0.000543512564593417	Dclre1a	NotSig
3.36091096433572e-08	0.612097143527677	0.051	0.022	0.000543627348481302	Haus3	NotSig
3.45844084153855e-08	0.300712135290815	0.122	0.077	0.000559402806118861	Ercc6l2	NotSig
3.4613809103423e-08	0.835624142431159	0.074	0.039	0.000559878362247866	Ern1	NotSig
3.48667945396558e-08	0.230031406218785	0.173	0.121	0.000563970401678932	Wdr33	NotSig
3.49246493945396e-08	1.26770760426805	0.045	0.019	0.000564906203956678	Ubd	Up
3.50135800094095e-08	-0.315789220832729	0.222	0.157	0.000566344656652199	Cdc42ep2	NotSig
3.50509573142955e-08	0.990317807993771	0.052	0.023	0.00056694923455873	Gnaq	NotSig
3.54518975756204e-08	0.11127452343098	0.081	0.044	0.00057343444328566	Rab20	NotSig
3.5483011400365e-08	0.363403501488645	0.135	0.09	0.000573937709400903	Ip6k2	NotSig
3.60174911358681e-08	-1.25068321236676	0.011	0.03	0.000582582919122667	Asb5	Down
3.6024401678459e-08	-3.74324888634191	0.001	0.011	0.000582694697149075	Kcns1	Down
3.61348200389209e-08	0.939651651464328	0.059	0.028	0.000584480714129545	Xbp1	NotSig
3.61448424026516e-08	0.202086925041177	0.102	0.061	0.00058464282586289	Slc9a1	NotSig
3.68510148843483e-08	0.517283293248774	0.193	0.14	0.000596065165754334	Lmbr1l	NotSig
3.69516113631257e-08	-0.285611497807264	0.187	0.125	0.000597692313798558	Ecm1	NotSig
3.73628052558891e-08	0.102945493689369	0.262	0.199	0.000604343375014007	Hnrnph3	NotSig
3.74903093461088e-08	-0.211765863561609	0.231	0.167	0.00060640575367331	Mrpl13	NotSig
3.80636769916843e-08	-0.219640935731824	0.023	0.005	0.000615679975340493	Il1r2	NotSig
3.85758097018787e-08	-1.07822200294917	0.033	0.062	0.000623963721927888	Flvcr2	Down
3.89601336766605e-08	0.319708709401368	0.2	0.145	0.000630180162219983	AABR07072078.1	NotSig
3.90084623273105e-08	0.652708974707859	0.081	0.045	0.000630961878144247	Gpc1	NotSig
3.90323032395095e-08	0.515148599409256	0.062	0.03	0.000631347504899066	Gphn	NotSig
3.9213739415414e-08	0.136350684263077	0.233	0.173	0.000634282235044321	Ascc3	NotSig
3.95207511301268e-08	1.67756642516325	0.03	0.009	0.000639248149529801	Scrn1	Up
3.9592787215265e-08	-0.622329969928947	0.351	0.392	0.000640413333206911	S1pr1	NotSig
4.05103730456707e-08	-0.179595856802308	0.274	0.205	0.000655255284013724	Pole4	NotSig
4.10789028896509e-08	-3.12866883776468	0.003	0.014	0.000664451254240103	Ctla4	Down
4.10823424294707e-08	-1.23112409611513	0.01	0.029	0.000664506888796689	Il2ra	Down
4.13657458876435e-08	0.218353569122231	0.149	0.1	0.000669090939732634	Gars	NotSig
4.17136098623392e-08	0.170073002469079	0.288	0.222	0.000674717639523336	Adrm1	NotSig
4.2135915198037e-08	0.143555584124566	0.312	0.243	0.000681548428328249	Wdr26	NotSig
4.22791998153985e-08	0.373023897073304	0.061	0.03	0.000683866057014071	Zfp354c	NotSig
4.24419009107301e-08	0.539800422643629	0.098	0.059	0.000686497747231059	Arid2	NotSig
4.25716764082973e-08	0.323734340175418	0.142	0.096	0.000688596865904209	Hsdl2	NotSig
4.28909464978434e-08	0.882733803439018	0.047	0.02	0.000693761059602617	Spata7	NotSig
4.30209294212059e-08	0.186078239034679	0.204	0.147	0.000695863533388005	Uggt1	NotSig
4.30756967897714e-08	-0.154192600373019	0.445	0.352	0.000696749395574552	Ap2m1	NotSig
4.37352419248063e-08	0.713409588381051	0.057	0.027	0.000707417538133741	Mapk8ip3	NotSig
4.42117752353182e-08	0.523392127053177	0.073	0.039	0.000715125464431272	Bcorl1	NotSig
4.45309099315226e-08	1.14667123232866	0.032	0.011	0.000720287468142379	Slc27a6	Up
4.46648739470919e-08	0.188508431331426	0.028	0.008	0.000722454336094212	LOC100910996	NotSig
4.50431564150589e-08	0.474713388735733	0.081	0.045	0.000728573055013578	Kif3a	NotSig
4.52142926999373e-08	0.174893642963817	0.154	0.105	0.000731341184421485	Zfx	NotSig
4.52462197108832e-08	0.203364061714626	0.122	0.077	0.000731857603823537	Hltf	NotSig
4.53827180142353e-08	-0.116878798176726	0.309	0.236	0.000734065463880256	Tmed7	NotSig
4.56838275933446e-08	0.150784906086438	0.243	0.182	0.00073893591132235	Trpc4ap	NotSig
4.57002824993698e-08	0.531022334549107	0.115	0.073	0.000739202069427307	Casp3	NotSig
4.57211611398192e-08	0.183125833776007	0.179	0.125	0.000739539781436576	Sun1	NotSig
4.62176215859893e-08	2.14357778377521	0.044	0.019	0.000747570029153376	Trdn	Up
4.64546409140359e-08	0.192800297762194	0.141	0.093	0.000751403816784531	Gngt2	NotSig
4.6529369575985e-08	0.432787288776301	0.085	0.048	0.000752612552891557	Osbpl2	NotSig
4.65646538331641e-08	-1.21201171953762	0.007	0.022	0.00075318327575143	Cd72	Down
4.69084284325984e-08	1.06688536591701	0.028	0.008	0.000758743829897278	Tll1	Up
4.83259479010798e-08	-0.167145950021651	0.281	0.209	0.000781672207299966	Arl3	NotSig
4.91193116171541e-08	0.264918362081879	0.249	0.183	0.000794504865407467	Cfl2	NotSig
4.92852106826266e-08	0.235557435083857	0.125	0.08	0.000797188282791486	Yae1	NotSig
4.97579702468145e-08	-3.17731419715613	0.003	0.015	0.000804835168742225	Podnl1	Down
5.08972784159902e-08	-2.6492919650278	0.003	0.015	0.000823263478378641	Cd151	Down
5.0913876136611e-08	-0.211134830620115	0.281	0.209	0.000823531946509682	Sumo3	NotSig
5.13294329886257e-08	-0.11664687189765	0.352	0.272	0.000830253578591021	Commd3	NotSig
5.13824818407437e-08	0.140702783006438	0.268	0.204	0.00083111164377403	Chd2	NotSig
5.15684689487059e-08	1.60845200783193	0.024	0.005	0.000834119985245317	Necab1	Up
5.20692650096082e-08	0.317506473617757	0.136	0.09	0.000842220361530412	Zranb1	NotSig
5.20846689963498e-08	0.178419984146691	0.195	0.14	0.000842469521015958	Denr	NotSig
5.24963376038188e-08	-0.18295059260849	0.476	0.367	0.000849128260741769	Rhoc	NotSig
5.27046303111414e-08	0.219272774536563	0.195	0.14	0.000852497395282713	Tox4	NotSig
5.27489870384795e-08	0.470353844198	0.078	0.043	0.000853214865347406	Atf2	NotSig
5.35359579566766e-08	0.981002736462627	0.064	0.033	0.000865944119949244	Hspb2	NotSig
5.37405320773533e-08	1.74260969908388	0.024	0.005	0.00086925310635119	Kcnt1	Up
5.38403212205465e-08	0.304711042216097	0.116	0.074	0.00087086719574234	Eif4enif1	NotSig
5.39141216469435e-08	0.679144270212847	0.101	0.061	0.000872060917639311	Ints3	NotSig
5.39218738236375e-08	-0.201688437057635	0.405	0.313	0.000872186309097337	Nenf	NotSig
5.40570758830167e-08	0.319598424280609	0.194	0.141	0.000874373202407796	Nfyb	NotSig
5.43752252750859e-08	0.634701659340257	0.05	0.022	0.000879519268824515	ST7	NotSig
5.44170974782898e-08	0.275090800184999	0.121	0.077	0.000880196551711338	Dazap1	NotSig
5.48997286420154e-08	-0.918410661853521	0.003	0.015	0.000888003110784599	Pinlyp	NotSig
5.49040817398399e-08	0.689783739739051	0.036	0.013	0.00088807352214191	Foxo3	NotSig
5.54661643809354e-08	-0.575208313005966	0.03	0.057	0.000897165208861631	Rassf4	NotSig
5.56888321233148e-08	-0.687399369914955	0.357	0.388	0.000900766859594618	Kdr	NotSig
5.58207935854438e-08	-0.101443077154708	0.452	0.362	0.000902901336244554	Rab7a	NotSig
5.59967291290626e-08	1.1598137760816	0.062	0.032	0.000905747093662587	Acss2	Up
5.65996142234957e-08	0.230529524893425	0.155	0.105	0.000915498760065042	Dvl1	NotSig
5.71597662168003e-08	0.372826217009254	0.134	0.089	0.000924559218556745	Ahcy	NotSig
5.71765005945234e-08	-0.891933730925321	0.027	0.054	0.000924829897116417	AC129049.1	NotSig
5.74223424499999e-08	-0.108170636508648	0.316	0.24	0.000928806389128748	Akap2	NotSig
5.74240465252694e-08	2.17874979618719	0.061	0.031	0.000928833952546233	Ca3	Up
5.96506130993927e-08	0.588338428436714	0.04	0.015	0.000964848666882678	Matn4	NotSig
5.99431369408166e-08	0.258409674197159	0.206	0.15	0.000969580240017708	Aup1	NotSig
6.20756550002252e-08	-0.234319517308774	0.216	0.155	0.00100407371962864	Bet1	NotSig
6.39233123044912e-08	0.309093129271762	0.052	0.024	0.00103395957652514	Gucy1a2	NotSig
6.44236515216879e-08	-0.129484738506479	0.118	0.074	0.0010420525633633	Sqor	NotSig
6.4968408854293e-08	1.05506691820373	0.022	0.005	0.00105086401321819	Ampd1	Up
6.50748868933261e-08	-1.30643307072967	0.003	0.015	0.00105258629549955	Adamts20	Down
6.5266729495679e-08	1.03139672184316	0.03	0.009	0.00105568934959261	Adcyap1r1	Up
6.58747650865941e-08	0.200576510690933	0.148	0.1	0.00106552432527566	Sec22b	NotSig
6.60936233034643e-08	0.104302010295727	0.095	0.056	0.00106906435693354	Bclaf3	NotSig
6.66996495898623e-08	0.994981778539852	0.031	0.01	0.00107886683211602	Inhbb	NotSig
6.71039132924679e-08	-0.128473252107504	0.395	0.311	0.00108540579750567	Ywhah	NotSig
6.72726105129725e-08	0.317504058890523	0.101	0.061	0.00108813447504733	Zc2hc1a	NotSig
6.73980230825818e-08	0.763045226068065	0.062	0.031	0.00109016302336076	Peli2	NotSig
6.74096794635192e-08	-0.168912690468149	0.114	0.07	0.00109035156532242	Lifr	NotSig
6.82891922522715e-08	0.677854234159485	0.063	0.032	0.00110457768468049	Ank2	NotSig
6.86392175623443e-08	0.520421197017424	0.125	0.081	0.00111023934407092	Slc35b2	NotSig
6.87996690951394e-08	0.111325562267298	0.229	0.171	0.00111283464761388	Ugp2	NotSig
6.90021366788229e-08	0.132866302193136	0.926	0.867	0.00111610956077996	Uba52	NotSig
6.93876541004512e-08	0.897072322381304	0.029	0.009	0.0011223453050748	Synpo2	NotSig
6.97832644146565e-08	0.151459500643758	0.119	0.076	0.00112874430190707	Yipf1	NotSig
7.03150731548491e-08	0.880606049747505	0.174	0.127	0.00113734630827968	Pkp4	NotSig
7.12965241093633e-08	-0.179685079653161	0.334	0.259	0.00115322127746895	Magoh	NotSig
7.15698081392125e-08	-0.346989064794724	0.359	0.276	0.00115764164665176	Rsbn1l	NotSig
7.21835543254262e-08	-0.133408988000901	0.516	0.421	0.00116756899121377	Bri3	NotSig
7.29782639813184e-08	-2.49478510681177	0.002	0.014	0.00118042341989782	Rspo4	Down
7.31053305339432e-08	1.48856630995961	0.034	0.012	0.00118247872138653	Dpyd	Up
7.32669036731822e-08	-0.173878177260626	0.322	0.251	0.00118509216691372	Anapc11	NotSig
7.32904187145085e-08	-1.95143044746815	0.006	0.02	0.00118547252270718	AABR07047089.1	Down
7.39468024480464e-08	0.47582490249097	0.104	0.065	0.00119608952959715	Timm44	NotSig
7.39773969826795e-08	0.445245562904081	0.126	0.082	0.00119658439619484	Usp3	NotSig
7.42936732039981e-08	-1.07708597831856	0.017	0.038	0.00120170016407467	AABR07064980.1	Down
7.48886017667764e-08	0.114771477907921	0.162	0.112	0.00121132313357761	Gripap1	NotSig
7.50542965981046e-08	0.25996522229669	0.164	0.114	0.00121400324747434	Shoc2	NotSig
7.54786564964371e-08	0.221367367386294	0.185	0.134	0.00122086726882987	Phf20	NotSig
7.63050034343723e-08	1.63804647850977	0.037	0.014	0.00123423343055097	Plekhg3	Up
7.64051738962224e-08	0.619308954464275	0.084	0.048	0.0012358536877714	Isoc2b	NotSig
7.7350188425483e-08	-0.232897326764002	0.176	0.123	0.00125113929778219	Ostm1	NotSig
7.76033040522826e-08	0.273862115549121	0.083	0.047	0.00125523344304567	Arl14ep	NotSig
7.97983978687642e-08	0.387943928002132	0.173	0.123	0.00129073908552726	Prpsap1	NotSig
7.98229767448303e-08	0.121545013448407	0.112	0.07	0.00129113664884763	Gatad1	NotSig
8.00212437403955e-08	1.11484714275472	0.06	0.03	0.0012943436175009	Cytl1	Up
8.03383364438095e-08	-0.300605804471037	0.157	0.104	0.00129947259197862	Msx1	NotSig
8.03881555447961e-08	1.03099530789271	0.053	0.025	0.00130027841593708	Plekhm2	Up
8.08542923575533e-08	0.112845840659872	0.17	0.118	0.00130781817888343	RGD1305178	NotSig
8.16444343871186e-08	0.648288595270017	0.11	0.07	0.00132059872621164	Ctps1	NotSig
8.16821855480306e-08	-1.12761769368695	0.024	0.048	0.00132120935123939	Syk	Down
8.2299106981746e-08	-0.121090602400409	0.095	0.057	0.00133118805542974	AABR07071244.1	NotSig
8.4128238006203e-08	0.67233853588333	0.045	0.019	0.00136077424975033	Mtmr2	NotSig
8.43789929779538e-08	-0.27055886858874	0.345	0.263	0.0013648302114184	Wasl	NotSig
8.51773188776848e-08	0.318096420257358	0.074	0.041	0.00137774313284655	Trib1	NotSig
8.58057006851343e-08	-1.35641429853194	0.007	0.022	0.00138790720858205	Pomp	Down
8.58811316090281e-08	-0.16341238052027	0.326	0.254	0.00138912730377603	Zcrb1	NotSig
8.67357828188533e-08	1.39052056830965	0.044	0.019	0.00140295128709495	Hax1	Up
8.7097638590634e-08	0.278774624802948	0.163	0.113	0.0014088043042035	Fam193a	NotSig
8.71519081253758e-08	-1.58037674843351	0.008	0.024	0.00140968211392795	Gpr65	Down
8.80717568516533e-08	0.24964430084815	0.2	0.147	0.00142456066707549	Eif4g3	NotSig
8.83234473915787e-08	0.299627054719184	0.178	0.125	0.00142863176155878	Psen2	NotSig
8.86701672359179e-08	0.52469232698015	0.063	0.032	0.00143423995504097	Tmem17	NotSig
9.00426640883018e-08	-0.133765976382612	0.371	0.288	0.00145644009162828	Ctdsp1	NotSig
9.04934053723234e-08	0.98836868324705	0.019	0.003	0.00146373083189733	Nr5a2	NotSig
9.05151993615617e-08	-0.127772286728299	0.127	0.082	0.00146408334967326	Erc1	NotSig
9.11077059810763e-08	0.210123027264657	0.054	0.025	0.00147366714424391	Palm2	NotSig
9.15247629915249e-08	0.199703175469171	0.119	0.077	0.00148041304138792	Fra10ac1	NotSig
9.28276667723056e-08	0.173814403753542	0.123	0.079	0.00150148751004204	Cep164	NotSig
9.35009290916563e-08	-1.2536063971428	0.045	0.076	0.00151237752805754	Lrmp	Down
9.36438978151199e-08	0.988292997240241	0.038	0.015	0.00151469004715957	Egfr	NotSig
9.43962401546534e-08	0.682018883181555	0.028	0.008	0.00152685918450152	Sumo2	NotSig
9.46585058082335e-08	0.298388730575205	0.132	0.088	0.00153110133144818	Gar1	NotSig
9.59341284174355e-08	0.776695888676897	0.043	0.018	0.00155173452715202	Dip2c	NotSig
9.59972003624099e-08	0.3663617217637	0.151	0.103	0.00155275471586198	Heyl	NotSig
9.62324968932539e-08	-0.171165566009894	0.309	0.236	0.00155656063724838	Mvb12a	NotSig
9.63082491414117e-08	0.542043192446884	0.102	0.063	0.00155778592986234	Rnf213	NotSig
9.7157677760449e-08	-0.109064754637805	0.222	0.161	0.00157152543777526	Ppp2cb	NotSig
9.85738524420331e-08	0.231088376614856	0.097	0.058	0.00159443206324989	Scarb2	NotSig
9.92278950427593e-08	0.136953542563949	0.051	0.023	0.00160501120231663	Zswim4	NotSig
9.96664820975234e-08	-0.971083057142504	0.171	0.217	0.00161210534792744	Sdc3	NotSig
9.96883646547495e-08	-0.915123694321097	0.419	0.4	0.00161245929829057	LOC100360413	NotSig
9.99959696191014e-08	-2.10445319998266	0.004	0.017	0.00161743480858896	LOC100911575	Down
1.00653570245357e-07	-2.31671896022331	0.004	0.017	0.00162807149871865	Slain1	Down
1.0075841312456e-07	0.10430947929151	0.419	0.344	0.00162976733228976	Tubb4b	NotSig
1.02171109130857e-07	0.453116920575225	0.092	0.055	0.00165261769019161	Wrnip1	NotSig
1.03963162754424e-07	0.475118402289967	0.137	0.092	0.0016816041575528	Rnf19b	NotSig
1.04968783613211e-07	-0.139357274837019	0.254	0.189	0.00169787007494369	Naa20	NotSig
1.04985233863849e-07	-0.255975039779199	0.207	0.146	0.00169813615774776	Nrp2	NotSig
1.0718028851555e-07	5.81920081544182	0.012	0	0.00173364116673902	AABR07047899.1	Up
1.09798996317745e-07	-0.106109636207097	0.575	0.464	0.00177599876543952	Csrp1	NotSig
1.09899982504553e-07	-0.152507064519753	0.111	0.069	0.00177763221701115	Maip1	NotSig
1.09960555892276e-07	0.804986505286577	0.063	0.033	0.00177861199155757	Tas1r2	NotSig
1.10048168665572e-07	0.378643297948526	0.09	0.053	0.00178002912816562	Eml3	NotSig
1.11299662841295e-07	0.144174134718439	0.086	0.049	0.00180027204645795	Tnfrsf21	NotSig
1.12371201611933e-07	3.86220919358927	0.017	0.003	0.00181760418607302	Trpv4	Up
1.1267704904596e-07	0.168118097107634	0.074	0.04	0.00182255126831841	Cpt2	NotSig
1.13846641809913e-07	0.650400307315591	0.03	0.01	0.00184146943127534	Dlgap1	NotSig
1.14589773028362e-07	1.11825822784298	0.046	0.02	0.00185348957873375	Ceacam1	Up
1.1461976240572e-07	0.528439173050526	0.091	0.054	0.00185397465691252	Ell	NotSig
1.15456671994261e-07	0.366924330962967	0.126	0.081	0.00186751166950718	Clcc1	NotSig
1.16031242707472e-07	1.34269877205563	0.031	0.011	0.00187680535079335	Samd13	Up
1.16583521042324e-07	0.390320799016605	0.087	0.051	0.00188573845285959	Paxbp1	NotSig
1.19716802741792e-07	-0.182359336864338	0.396	0.315	0.00193641928434849	Iscu	NotSig
1.20150854247535e-07	1.19155343789681	0.028	0.008	0.00194344006745387	Kcnk2	Up
1.20161305477244e-07	0.978186922162815	0.053	0.025	0.00194360911609442	Wdr6	NotSig
1.21089456373264e-07	0.441193625188091	0.019	0.003	0.00195862195683755	Slc7a2	NotSig
1.2127132307558e-07	-1.85483638563926	0.005	0.018	0.0019615636507475	Klre1	Down
1.21874657596834e-07	0.48414388005366	0.161	0.114	0.00197132258662879	Mybbp1a	NotSig
1.22406469316741e-07	0.339354524523871	0.087	0.051	0.00197992464119828	Prr12	NotSig
1.23053681752217e-07	0.140111845753438	0.174	0.123	0.00199039330234211	Rrp1	NotSig
1.23869207724044e-07	0.333578521018995	0.079	0.044	0.00200358443493642	Prickle2	NotSig
1.23893866279629e-07	0.235116983862411	0.15	0.103	0.00200398328707301	Gtf2f1	NotSig
1.24484567872625e-07	-0.25549721902675	0.244	0.177	0.00201353788533971	Camk1	NotSig
1.25087144606888e-07	0.610418243772775	0.039	0.015	0.00202328456401641	Avpr1a	NotSig
1.2572721927566e-07	-2.61495444482441	0.001	0.011	0.0020336377717838	Tmem163	Down
1.25768294820329e-07	0.54095248100688	0.055	0.027	0.00203430216871883	Ermard	NotSig
1.26599670780712e-07	-0.147080047185646	0.255	0.186	0.00204774967487802	Afdn	NotSig
1.27091416766735e-07	0.2995223231682	0.082	0.047	0.00205570366620195	Cep44	NotSig
1.27200620249828e-07	-0.972962126384166	0.011	0.029	0.00205747003254097	LOC102549869	NotSig
1.28085718712673e-07	1.2411010959878	0.033	0.011	0.00207178650017749	Phkg1	Up
1.2831958967157e-07	-0.686490050725821	0.261	0.312	0.00207556936293764	LOC100911104	NotSig
1.30402186798373e-07	-0.147021386120561	0.193	0.138	0.00210925537146368	Bckdha	NotSig
1.32501656545127e-07	1.99473933337694	0.021	0.004	0.00214321429461744	Gria3	Up
1.32835827024104e-07	0.577471771069813	0.061	0.031	0.00214861950211488	Usp53	NotSig
1.33105334868912e-07	0.288079258019445	0.129	0.086	0.00215297879150465	Prpf18	NotSig
1.33906526188627e-07	-1.27074357561145	0.01	0.027	0.00216593806110104	LOC103692829	Down
1.34195481863588e-07	0.371886872544398	0.062	0.032	0.00217061191914353	Mtmr11	NotSig
1.34925045923396e-07	2.83944482725398	0.016	0.002	0.00218241261781093	LOC103690116	Up
1.36990707770151e-07	-0.115754321185039	0.358	0.281	0.00221582469818219	Suclg1	NotSig
1.38681760490232e-07	0.871279076911418	0.055	0.027	0.0022431774759295	Polk	NotSig
1.39026863760362e-07	0.591672130500023	0.05	0.023	0.00224875952132386	Rnd2	NotSig
1.39143995737925e-07	0.207522584606608	0.165	0.117	0.00225065413106093	Gon4l	NotSig
1.42340742853466e-07	-1.31480017122052	0.016	0.037	0.00230236151565482	Cd247	Down
1.42380434271038e-07	-0.901540957381977	0.024	0.048	0.00230300352433404	Sgca	NotSig
1.42537944071311e-07	0.204405246537696	0.128	0.084	0.00230555124535345	Plod1	NotSig
1.42697650752125e-07	1.26126293129817	0.037	0.014	0.00230813450091563	Map6	Up
1.44169437178352e-07	0.446109237543708	0.067	0.036	0.00233194064635984	Fbxo30	NotSig
1.45572643647777e-07	0.338044807134336	0.157	0.11	0.00235463751100279	LOC108348078	NotSig
1.46553002277176e-07	2.24930484552844	0.026	0.008	0.00237049481183333	Selp	Up
1.46668043506563e-07	0.875322155110023	0.073	0.04	0.00237235560371866	Sclt1	NotSig
1.47081964670785e-07	0.639262471735291	0.064	0.033	0.00237905077854994	Ric1	NotSig
1.47850372055483e-07	0.222955565524863	0.047	0.021	0.00239147976799744	Plpp7	NotSig
1.48469383839407e-07	0.144019446911299	0.077	0.043	0.00240149228360242	Nradd	NotSig
1.48956535440126e-07	0.231610328938166	0.133	0.088	0.00240937196074405	Upf1	NotSig
1.51510212278893e-07	0.288789328610556	0.074	0.041	0.00245067768361109	Lxn	NotSig
1.51585448768401e-07	-0.901891188176575	0.031	0.058	0.00245189463382889	Enho	NotSig
1.52366630839046e-07	0.420642753490039	0.152	0.105	0.00246453025382157	Washc4	NotSig
1.5262357225528e-07	0.472280166059474	0.071	0.038	0.00246868628122916	Jrkl	NotSig
1.53220854510907e-07	0.81722716995419	0.106	0.068	0.00247834732171393	AABR07034639.1	NotSig
1.53764707945137e-07	0.389510251425653	0.085	0.049	0.00248714415101259	Asxl1	NotSig
1.56275877035861e-07	-0.152129569501314	0.37	0.293	0.00252776231105505	Cdc37	NotSig
1.57490099630621e-07	0.249493755916161	0.229	0.173	0.0025474023615253	Nktr	NotSig
1.58020776460385e-07	0.241032226709879	0.101	0.062	0.00255598605924673	Pi4kb	NotSig
1.58185562817543e-07	-2.27068141552012	0.006	0.021	0.00255865147857375	AC128967.1	Down
1.61026823834645e-07	-1.17482676242653	0.009	0.025	0.00260460887552539	Kif5a	Down
1.6125063907801e-07	-1.14488148853891	0.009	0.025	0.00260822908708682	Rab11fip4	Down
1.62314154371478e-07	0.396439131231728	0.09	0.054	0.00262543144695866	Ubxn2a	NotSig
1.66338067622267e-07	0.787328892447195	0.068	0.037	0.00269051824379018	Gpatch4	NotSig
1.67138585636269e-07	0.211222881772384	0.09	0.053	0.00270346662266665	Snx33	NotSig
1.69163856122531e-07	0.653459676011677	0.047	0.022	0.00273622537278194	Ccdc62	NotSig
1.69603362884959e-07	-0.101905385142769	0.275	0.21	0.00274333439466421	Lsm3	NotSig
1.71226660887739e-07	0.115935129400089	0.042	0.018	0.00276959123985918	Nrep	NotSig
1.72507902283729e-07	-0.216022435664813	0.463	0.37	0.00279031531943932	RGD1311703	NotSig
1.72630039232526e-07	0.321807975774372	0.094	0.057	0.00279229088458612	Metrnl	NotSig
